RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,% MADE,ATTEMPTS,PUTTS MADE,YEAR
T131,T131,Ken Duke,58,27.34,139,38,Y2016
T131,T131,Graeme McDowell,63,27.34,128,35,Y2016
133,133,Chesson Hadley,81,27.23,202,55,Y2016
134,134,Robert Streb,87,26.99,163,44,Y2016
135,135,Roberto Castro,97,26.97,267,72,Y2016
136,136,Wes Roach,59,26.92,104,28,Y2016
137,137,Brendan Steele,88,26.88,186,50,Y2016
138,138,Chez Reavie,90,26.84,231,62,Y2016
139,139,D.A. Points,55,26.61,109,29,Y2016
140,140,Jason Bohn,67,26.49,151,40,Y2016
141,141,Rory Sabbatini,57,26.47,102,27,Y2016
142,142,Brett Stegmaier,87,26.46,189,50,Y2016
143,143,Charles Howell III,91,26.34,224,59,Y2016
144,144,J.B. Holmes,77,26.32,171,45,Y2016
145,145,Cameron Smith,73,26.27,118,31,Y2016
146,146,Jeff Overton,69,26.21,145,38,Y2016
147,147,Matt Jones,83,26.16,172,45,Y2016
148,148,Harold Varner III,92,26.15,218,57,Y2016
149,149,Jerry Kelly,76,26.06,142,37,Y2016
150,150,Carlos Ortiz,79,25.99,177,46,Y2016
151,151,James Hahn,85,25.96,208,54,Y2016
152,152,Alex Cejka,71,25.85,147,38,Y2016
153,153,Troy Merritt,77,25.79,190,49,Y2016
154,154,Scott Piercy,87,25.73,171,44,Y2016
155,155,Jason Dufner,105,25.59,211,54,Y2016
156,156,Chris Kirk,90,25.49,204,52,Y2016
157,157,Justin Rose,65,25.35,142,36,Y2016
158,158,Kevin Streelman,82,25.26,190,48,Y2016
159,159,Colt Knost,90,25.25,198,50,Y2016
160,160,Bill Haas,86,25.16,155,39,Y2016
T161,T161,Abraham Ancer,51,25,100,25,Y2016
T161,T161,Chad Campbell,90,25,208,52,Y2016
T161,T161,Sergio Garcia,54,25,88,22,Y2016
T161,T161,Ben Martin,92,25,228,57,Y2016
165,165,Keegan Bradley,82,24.86,173,43,Y2016
166,166,Mark Wilson,66,24.85,165,41,Y2016
167,167,Geoff Ogilvy,63,24.8,125,31,Y2016
168,168,Padraig Harrington,54,24.79,121,30,Y2016
169,169,Justin Thomas,99,24.78,230,57,Y2016
170,170,Ernie Els,66,24.66,146,36,Y2016
171,171,Dawie van der Walt,72,24.59,183,45,Y2016
172,172,J.J. Henry,68,24.58,179,44,Y2016
173,173,Robert Allenby,51,24.19,124,30,Y2016
174,174,Daniel Berger,92,24.15,207,50,Y2016
175,175,Danny Lee,93,24.06,212,51,Y2016
T176,T176,Rhein Gibson,58,24.03,129,31,Y2016
T176,T176,Scott Langley,65,24.03,129,31,Y2016
178,178,Erik Compton,65,23.74,139,33,Y2016
179,179,David Toms,62,23.64,165,39,Y2016
180,180,Patrick Rodgers,89,23.53,170,40,Y2016
181,181,Jason Kokrak,89,23.37,184,43,Y2016
182,182,Will MacKenzie,84,23.24,185,43,Y2016
183,183,Spencer Levin,104,22.71,207,47,Y2016
184,184,Kevin Chappell,93,22.32,224,50,Y2016
185,185,Francesco Molinari,64,21.15,156,33,Y2016
1,1,Aaron Baddeley,76,44.81,183,82,Y2015
2,2,Ian Poulter,68,38.69,137,53,Y2015
3,3,Danny Lee,120,38.33,287,110,Y2015
4,4,Ben Crane,62,37.89,161,61,Y2015
5,5,Jimmy Walker,89,37.78,180,68,Y2015
6,6,Lee Westwood,56,37.5,104,39,Y2015
7,7,Patrick Reed,103,37.17,191,71,Y2015
8,8,Russell Henley,87,36.57,175,64,Y2015
9,9,Brendon Todd,96,36.27,204,74,Y2015
10,10,Jerry Kelly,79,36.19,210,76,Y2015
11,11,Chris Kirk,76,35.9,156,56,Y2015
12,12,Brandt Snedeker,98,35.71,210,75,Y2015
13,13,William McGirt,103,35.69,269,96,Y2015
14,14,Sangmoon Bae,98,35.6,250,89,Y2015
15,15,Retief Goosen,81,35.58,163,58,Y2015
16,16,Phil Mickelson,70,35.46,141,50,Y2015
17,17,Brian Davis,86,35.45,189,67,Y2015
18,18,Marc Leishman,74,35.19,162,57,Y2015
19,19,Jhonattan Vegas,90,35.08,191,67,Y2015
20,20,Kevin Chappell,86,35.03,197,69,Y2015
21,21,George McNeill,93,34.92,252,88,Y2015
22,22,Daniel Summerhays,101,34.91,275,96,Y2015
23,23,Robert Streb,110,34.88,258,90,Y2015
24,24,David Hearn,97,34.83,267,93,Y2015
25,25,Jason Bohn,95,34.6,263,91,Y2015
26,26,Andrew Putnam,68,34.55,165,57,Y2015
27,27,Camilo Villegas,83,34.54,194,67,Y2015
28,28,Matt Every,73,34.43,183,63,Y2015
29,29,Blayne Barber,76,34.38,192,66,Y2015
30,30,Charley Hoffman,97,34.32,236,81,Y2015
31,31,Morgan Hoffmann,85,34.22,187,64,Y2015
32,32,Scott Pinckney,88,33.91,230,78,Y2015
33,33,Jonathan Randolph,72,33.8,142,48,Y2015
34,34,Troy Merritt,91,33.79,219,74,Y2015
35,35,Matt Jones,89,33.7,184,62,Y2015
36,36,Scott Langley,94,33.64,220,74,Y2015
37,37,Henrik Stenson,63,33.63,113,38,Y2015
38,38,Seung-Yul Noh,65,33.53,167,56,Y2015
39,39,Paul Casey,87,33.5,197,66,Y2015
T40,T40,Zac Blair,108,33.33,237,79,Y2015
T40,T40,Greg Chalmers,58,33.33,102,34,Y2015
42,42,John Huh,102,33.2,247,82,Y2015
43,43,Brice Garnett,81,33.14,169,56,Y2015
44,44,Bubba Watson,71,33.11,151,50,Y2015
45,45,Pat Perez,96,33.05,239,79,Y2015
46,46,Sean O'Hair,86,33,203,67,Y2015
47,47,Carl Pettersson,106,32.99,291,96,Y2015
48,48,Luke Guthrie,84,32.96,179,59,Y2015
T49,T49,Brian Stuard,97,32.91,234,77,Y2015
T49,T49,Nick Taylor,91,32.91,237,78,Y2015
51,51,Jonathan Byrd,69,32.82,131,43,Y2015
52,52,Max Homa,78,32.72,162,53,Y2015
53,53,Bryce Molder,91,32.7,211,69,Y2015
54,54,Jeff Overton,94,32.67,202,66,Y2015
55,55,Erik Compton,86,32.26,186,60,Y2015
56,56,Sergio Garcia,59,32.22,90,29,Y2015
T57,T57,Adam Scott,51,32.14,84,27,Y2015
T57,T57,Gary Woodland,81,32.14,168,54,Y2015
59,59,Hudson Swafford,97,32.13,221,71,Y2015
60,60,Scott Stallings,60,32,125,40,Y2015
61,61,Keegan Bradley,87,31.93,166,53,Y2015
62,62,Johnson Wagner,68,31.82,154,49,Y2015
63,63,Jason Gore,76,31.68,161,51,Y2015
64,64,Rickie Fowler,76,31.61,174,55,Y2015
65,65,Ryo Ishikawa,90,31.56,225,71,Y2015
66,66,Chesson Hadley,101,31.48,270,85,Y2015
67,67,Whee Kim,71,31.46,178,56,Y2015
68,68,Brendan Steele,88,31.43,210,66,Y2015
69,69,Michael Thompson,83,31.41,191,60,Y2015
70,70,Brian Harman,90,31.31,214,67,Y2015
71,71,John Senden,80,31.3,115,36,Y2015
72,72,Matt Kuchar,97,31.2,234,73,Y2015
73,73,J.B. Holmes,89,31.15,183,57,Y2015
74,74,Tony Finau,106,31.09,238,74,Y2015
T75,T75,Colt Knost,90,31.03,203,63,Y2015
T75,T75,Brooks Koepka,84,31.03,174,54,Y2015
T75,T75,Justin Rose,69,31.03,145,45,Y2015
T78,T78,Stewart Cink,77,31.02,187,58,Y2015
T78,T78,Chris Stroud,84,31.02,187,58,Y2015
80,80,Alex Prugh,84,30.85,201,62,Y2015
81,81,Chez Reavie,56,30.77,169,52,Y2015
T82,T82,Martin Flores,95,30.59,219,67,Y2015
T82,T82,Jordan Spieth,91,30.59,170,52,Y2015
84,84,Andrew Svoboda,80,30.57,193,59,Y2015
T85,T85,K.J. Choi,66,30.36,168,51,Y2015
T85,T85,Shawn Stefani,94,30.36,247,75,Y2015
87,87,Jamie Donaldson,50,30.34,89,27,Y2015
88,88,Fabián Gómez,83,30.33,211,64,Y2015
89,89,Jason Day,75,30.26,152,46,Y2015
90,90,Hunter Mahan,88,30.23,172,52,Y2015
91,91,Harris English,105,30,240,72,Y2015
T92,T92,Spencer Levin,99,29.95,217,65,Y2015
T92,T92,Ryan Moore,81,29.95,187,56,Y2015
94,94,Eric Axley,57,29.91,107,32,Y2015
95,95,Cameron Tringale,96,29.82,218,65,Y2015
96,96,Ryan Palmer,80,29.79,141,42,Y2015
97,97,Carlos Ortiz,100,29.78,225,67,Y2015
98,98,Jonas Blixt,78,29.77,131,39,Y2015
99,99,Francesco Molinari,56,29.73,111,33,Y2015
100,100,Andres Gonzales,90,29.68,219,65,Y2015
101,101,Charlie Beljan,76,29.63,162,48,Y2015
102,102,Adam Hadwin,95,29.44,231,68,Y2015
103,103,David Lingmerth,90,29.28,222,65,Y2015
104,104,Boo Weekley,79,29.23,195,57,Y2015
105,105,Dustin Johnson,75,29.14,151,44,Y2015
106,106,Scott Piercy,90,29.13,230,67,Y2015
107,107,Billy Hurley III,83,29.07,172,50,Y2015
T108,T108,Justin Leonard,61,29.03,155,45,Y2015
T108,T108,Patrick Rodgers,57,29.03,124,36,Y2015
110,110,Padraig Harrington,60,29.01,131,38,Y2015
111,111,Hideki Matsuyama,95,29,200,58,Y2015
112,112,Nick Watney,91,28.93,242,70,Y2015
113,113,Ben Martin,93,28.88,232,67,Y2015
T114,T114,Ken Duke,93,28.81,236,68,Y2015
T114,T114,Oscar Fraustro,58,28.81,118,34,Y2015
116,116,Byron Smith,59,28.8,125,36,Y2015
117,117,Graham DeLaet,65,28.77,146,42,Y2015
118,118,Daniel Berger,97,28.69,237,68,Y2015
119,119,Robert Allenby,63,28.67,150,43,Y2015
120,120,Kyle Reifers,96,28.57,245,70,Y2015
121,121,Sung Joon Park,79,28.48,165,47,Y2015
122,122,Mark Wilson,89,28.44,211,60,Y2015
123,123,Chad Collins,79,28.39,155,44,Y2015
124,124,Jim Furyk,71,28.33,120,34,Y2015
125,125,Zach Johnson,90,28.16,206,58,Y2015
126,126,Davis Love III,51,28.13,128,36,Y2015
127,127,Chad Campbell,97,28.1,242,68,Y2015
128,128,Charles Howell III,105,28.07,285,80,Y2015
129,129,Russell Knox,96,28.05,246,69,Y2015
130,130,Heath Slocum,57,28.04,107,30,Y2015
131,131,Bo Van Pelt,81,27.91,215,60,Y2015
132,132,Billy Horschel,99,27.88,208,58,Y2015
133,133,Steve Wheatcroft,87,27.87,183,51,Y2015
T134,T134,Alex Cejka,94,27.78,234,65,Y2015
T134,T134,Willy Wilcox,58,27.78,108,30,Y2015
136,136,James Hahn,94,27.68,224,62,Y2015
137,137,Brendon de Jonge,106,27.5,280,77,Y2015
138,138,Mark Hubbard,79,27.45,153,42,Y2015
139,139,Steven Alker,62,27.4,146,40,Y2015
140,140,Louis Oosthuizen,68,27.27,143,39,Y2015
141,141,John Peterson,84,27.15,221,60,Y2015
142,142,Andres Romero,69,27.03,148,40,Y2015
143,143,John Merrick,78,26.95,167,45,Y2015
144,144,Justin Thomas,106,26.94,271,73,Y2015
145,145,Webb Simpson,81,26.88,186,50,Y2015
146,146,Martin Laird,77,26.87,201,54,Y2015
147,147,Michael Putnam,87,26.84,190,51,Y2015
148,148,Steven Bowditch,103,26.79,224,60,Y2015
149,149,D.A. Points,72,26.75,157,42,Y2015
150,150,Sam Saunders,83,26.74,187,50,Y2015
151,151,Kevin Kisner,104,26.56,256,68,Y2015
152,152,Vijay Singh,78,26.37,201,53,Y2015
153,153,Jon Curran,83,26.29,194,51,Y2015
154,154,Tom Hoge,83,26.19,210,55,Y2015
155,155,Bill Haas,89,26.18,191,50,Y2015
156,156,Bill Lunde,50,25.89,112,29,Y2015
157,157,Tim Wilkinson,73,25.79,159,41,Y2015
158,158,Geoff Ogilvy,50,25.77,97,25,Y2015
159,159,Luke Donald,71,25.64,156,40,Y2015
160,160,Kevin Na,98,25.56,180,46,Y2015
161,161,Derek Fathauer,81,25.41,181,46,Y2015
162,162,Rory Sabbatini,81,25.37,201,51,Y2015
163,163,Ricky Barnes,82,25.28,178,45,Y2015
164,164,Kevin Streelman,95,25,200,50,Y2015
165,165,J.J. Henry,94,24.75,198,49,Y2015
166,166,Jim Renner,68,24.58,179,44,Y2015
167,167,Nicholas Thompson,90,24.51,204,50,Y2015
168,168,Jason Dufner,76,24.5,151,37,Y2015
169,169,Charl Schwartzel,67,24.07,108,26,Y2015
170,170,Scott Brown,97,23.96,217,52,Y2015
171,171,Jason Kokrak,88,23.74,219,52,Y2015
172,172,Derek Ernst,75,23.7,173,41,Y2015
173,173,Roger Sloan,56,23.36,107,25,Y2015
174,174,David Toms,62,23.29,146,34,Y2015
175,175,Robert Garrigus,70,23.03,165,38,Y2015
176,176,Jim Herman,88,22.88,236,54,Y2015
177,177,Greg Owen,58,22.81,114,26,Y2015
178,178,Tyrone Van Aswegen,58,22.56,133,30,Y2015
179,179,Gonzalo Fernandez-Castaño,81,22.35,179,40,Y2015
180,180,Roberto Castro,54,21.55,116,25,Y2015
181,181,Ángel Cabrera,53,21.54,130,28,Y2015
182,182,Lucas Glover,79,21.53,209,45,Y2015
183,183,Cameron Percy,72,20,155,31,Y2015
184,184,Ernie Els,57,19.3,114,22,Y2015
1,1,Aaron Baddeley,74,39.62,159,63,Y2014
2,2,Sergio Garcia,61,37.72,114,43,Y2014
3,3,Paul Casey,56,37.21,129,48,Y2014
4,4,Brian Harman,111,36.98,265,98,Y2014
5,5,Andrew Loupe,65,36.81,144,53,Y2014
6,6,John Senden,99,36.57,216,79,Y2014
7,7,Brandt Snedeker,89,36.36,165,60,Y2014
8,8,Jason Day,54,36.08,97,35,Y2014
9,9,Mike Weir,69,36.03,136,49,Y2014
10,10,Ryan Palmer,85,35.71,182,65,Y2014
11,11,Jimmy Walker,98,35.68,199,71,Y2014
12,12,Gonzalo Fernandez-Castaño,83,35.67,171,61,Y2014
13,13,Ben Curtis,77,35.64,188,67,Y2014
14,14,Ben Martin,80,35.59,177,63,Y2014
15,15,Lee Westwood,57,35.4,113,40,Y2014
16,16,Matt Every,85,35.33,184,65,Y2014
17,17,Chris Kirk,105,35.27,224,79,Y2014
18,18,Brendon Todd,108,35.22,247,87,Y2014
19,19,Martin Flores,85,35.09,171,60,Y2014
T20,T20,Rickie Fowler,91,34.94,166,58,Y2014
T20,T20,Tommy Gainey,73,34.94,166,58,Y2014
22,22,Harris English,95,34.81,181,63,Y2014
23,23,Graeme McDowell,66,34.65,127,44,Y2014
24,24,Erik Compton,88,34.62,182,63,Y2014
25,25,Jordan Spieth,102,34.6,211,73,Y2014
26,26,Jason Kokrak,65,34.57,188,65,Y2014
27,27,Seung-Yul Noh,92,34.27,178,61,Y2014
28,28,Hideki Matsuyama,82,34.03,191,65,Y2014
29,29,Webb Simpson,87,33.95,215,73,Y2014
30,30,Stewart Cink,91,33.7,184,62,Y2014
31,31,Dustin Johnson,58,33.59,128,43,Y2014
T32,T32,George McNeill,79,33.33,189,63,Y2014
T32,T32,Tyrone Van Aswegen,79,33.33,168,56,Y2014
T32,T32,Bo Van Pelt,83,33.33,180,60,Y2014
35,35,Daniel Summerhays,98,33.19,232,77,Y2014
36,36,Jerry Kelly,80,33.16,190,63,Y2014
37,37,Graham DeLaet,80,33.14,175,58,Y2014
38,38,Freddie Jacobson,91,33.05,233,77,Y2014
T39,T39,Heath Slocum,71,32.93,164,54,Y2014
T39,T39,Andrew Svoboda,77,32.93,164,54,Y2014
41,41,Scott Langley,95,32.84,201,66,Y2014
T42,T42,Greg Chalmers,85,32.8,186,61,Y2014
T42,T42,Matt Kuchar,91,32.8,189,62,Y2014
44,44,Chad Collins,78,32.77,177,58,Y2014
45,45,Michael Thompson,74,32.72,162,53,Y2014
46,46,Brian Stuard,91,32.71,214,70,Y2014
47,47,Hunter Mahan,88,32.68,205,67,Y2014
48,48,Bill Haas,107,32.6,227,74,Y2014
49,49,Jonathan Byrd,76,32.57,175,57,Y2014
50,50,Kevin Na,94,32.55,212,69,Y2014
51,51,Cameron Tringale,111,32.54,252,82,Y2014
52,52,Justin Leonard,75,32.5,160,52,Y2014
53,53,Sangmoon Bae,76,32.43,185,60,Y2014
54,54,Ben Crane,81,32.41,216,70,Y2014
55,55,Will MacKenzie,82,32.23,211,68,Y2014
56,56,John Merrick,87,32.07,184,59,Y2014
57,57,Charlie Wi,72,31.97,147,47,Y2014
58,58,Jonas Blixt,64,31.9,116,37,Y2014
59,59,David Hearn,97,31.84,267,85,Y2014
60,60,Robert Garrigus,80,31.82,198,63,Y2014
61,61,Phil Mickelson,71,31.76,148,47,Y2014
62,62,D.A. Points,75,31.71,123,39,Y2014
63,63,Jeff Overton,80,31.67,180,57,Y2014
64,64,Charley Hoffman,93,31.66,199,63,Y2014
65,65,Jim Furyk,84,31.58,152,48,Y2014
66,66,Danny Lee,84,31.55,206,65,Y2014
67,67,Charles Howell III,106,31.48,216,68,Y2014
T68,T68,William McGirt,96,31.47,232,73,Y2014
T68,T68,Pat Perez,84,31.47,197,62,Y2014
70,70,Scott Stallings,77,31.46,178,56,Y2014
71,71,Scott Brown,100,31.44,194,61,Y2014
72,72,Keegan Bradley,89,31.37,204,64,Y2014
73,73,Camilo Villegas,95,31.36,220,69,Y2014
74,74,Andres Romero,81,31.32,182,57,Y2014
T75,T75,Charlie Beljan,76,31.28,179,56,Y2014
T75,T75,Retief Goosen,94,31.28,195,61,Y2014
T77,T77,Ernie Els,85,31.21,173,54,Y2014
T77,T77,Nick Watney,80,31.21,173,54,Y2014
79,79,Luke Donald,57,31.19,109,34,Y2014
80,80,Nicholas Thompson,85,31.15,183,57,Y2014
81,81,Morgan Hoffmann,103,31.11,225,70,Y2014
82,82,Gary Woodland,93,31.07,206,64,Y2014
83,83,Troy Merritt,62,30.69,189,58,Y2014
84,84,Rory McIlroy,66,30.66,137,42,Y2014
85,85,Kevin Streelman,79,30.64,173,53,Y2014
86,86,David Toms,64,30.46,151,46,Y2014
87,87,Matt Jones,83,30.43,161,49,Y2014
88,88,Chris Stroud,88,30.35,201,61,Y2014
89,89,John Rollins,84,30.32,188,57,Y2014
90,90,Ricky Barnes,92,30.28,218,66,Y2014
91,91,Robert Streb,75,30.26,152,46,Y2014
92,92,Luke Guthrie,85,30.2,202,61,Y2014
93,93,Davis Love III,74,30.06,163,49,Y2014
T94,T94,Bud Cauley,56,30,120,36,Y2014
T94,T94,Brian Gay,81,30,160,48,Y2014
T94,T94,Tim Wilkinson,86,30,180,54,Y2014
97,97,Kevin Kisner,85,29.95,187,56,Y2014
T98,T98,Woody Austin,63,29.94,157,47,Y2014
T98,T98,K.J. Choi,80,29.94,177,53,Y2014
100,100,Brian Davis,93,29.91,214,64,Y2014
101,101,Robert Allenby,83,29.89,174,52,Y2014
102,102,D.H. Lee,54,29.84,124,37,Y2014
103,103,Ryo Ishikawa,75,29.79,188,56,Y2014
104,104,Russell Henley,92,29.72,212,63,Y2014
105,105,Wes Roach,67,29.6,125,37,Y2014
106,106,Ken Duke,80,29.5,200,59,Y2014
107,107,Kevin Chappell,100,29.46,224,66,Y2014
108,108,Shawn Stefani,60,29.45,146,43,Y2014
109,109,Zach Johnson,97,29.36,218,64,Y2014
110,110,Martin Laird,66,29.22,154,45,Y2014
111,111,Richard Lee,80,29.19,161,47,Y2014
112,112,Justin Hicks,103,29,269,78,Y2014
113,113,Patrick Reed,92,28.93,242,70,Y2014
114,114,James Driscoll,71,28.75,160,46,Y2014
115,115,Rory Sabbatini,82,28.72,188,54,Y2014
116,116,Jason Bohn,81,28.65,192,55,Y2014
117,117,Kevin Tway,64,28.57,112,32,Y2014
118,118,Josh Teater,90,28.36,201,57,Y2014
119,119,Ángel Cabrera,69,28.19,149,42,Y2014
T120,T120,David Lingmerth,80,28.13,192,54,Y2014
T120,T120,Carl Pettersson,91,28.13,224,63,Y2014
122,122,Geoff Ogilvy,84,28.1,210,59,Y2014
123,123,Bryce Molder,77,28.05,164,46,Y2014
124,124,Ryan Moore,86,27.95,161,45,Y2014
125,125,Spencer Levin,59,27.86,140,39,Y2014
126,126,Louis Oosthuizen,50,27.85,79,22,Y2014
127,127,Brice Garnett,92,27.75,209,58,Y2014
128,128,Martin Kaymer,65,27.74,137,38,Y2014
129,129,Chesson Hadley,84,27.72,202,56,Y2014
130,130,Adam Scott,68,27.71,166,46,Y2014
T131,T131,Jason Dufner,57,27.59,116,32,Y2014
T131,T131,John Huh,87,27.59,203,56,Y2014
133,133,Jeff Maggert,54,27.41,135,37,Y2014
134,134,Michael Putnam,106,27.31,227,62,Y2014
135,135,Charl Schwartzel,64,27.27,121,33,Y2014
136,136,Johnson Wagner,69,27.21,147,40,Y2014
137,137,Steven Bowditch,93,27.14,210,57,Y2014
138,138,Justin Rose,70,27.08,144,39,Y2014
139,139,Y.E. Yang,79,27.03,148,40,Y2014
140,140,Marc Leishman,81,26.82,179,48,Y2014
141,141,Brendan Steele,89,26.78,183,49,Y2014
T142,T142,Derek Ernst,80,26.75,157,42,Y2014
T142,T142,Jhonattan Vegas,77,26.75,157,42,Y2014
T142,T142,Mark Wilson,69,26.75,157,42,Y2014
145,145,Brendon de Jonge,109,26.61,248,66,Y2014
146,146,Boo Weekley,73,26.47,136,36,Y2014
147,147,Willy Wilcox,51,26.36,110,29,Y2014
148,148,Brooks Koepka,56,26.27,118,31,Y2014
149,149,Kevin Stadler,90,26.11,180,47,Y2014
150,150,Stuart Appleby,92,25.97,231,60,Y2014
151,151,"Ted Potter, Jr.",68,25.95,185,48,Y2014
152,152,Billy Horschel,92,25.9,166,43,Y2014
153,153,Ian Poulter,57,25.81,93,24,Y2014
154,154,Tim Clark,75,25.79,190,49,Y2014
155,155,Brad Fritsch,50,25.69,109,28,Y2014
T156,T156,James Hahn,82,25.49,204,52,Y2014
T156,T156,Billy Hurley III,86,25.49,204,52,Y2014
T156,T156,Hudson Swafford,75,25.49,153,39,Y2014
159,159,Russell Knox,92,25.44,228,58,Y2014
160,160,Lucas Glover,68,25.36,138,35,Y2014
161,161,Chad Campbell,57,25.35,142,36,Y2014
T162,T162,Kyle Stanley,87,25,204,51,Y2014
T162,T162,Henrik Stenson,56,25,104,26,Y2014
T162,T162,Bubba Watson,76,25,144,36,Y2014
165,165,Sean O'Hair,77,24.59,183,45,Y2014
166,166,Jamie Lovemark,64,24.58,118,29,Y2014
167,167,Jim Renner,61,24.44,135,33,Y2014
168,168,Trevor Immelman,84,24.38,160,39,Y2014
169,169,J.B. Holmes,86,24.29,210,51,Y2014
170,170,J.J. Henry,91,24.19,215,52,Y2014
171,171,Roberto Castro,76,24,150,36,Y2014
172,172,Bronson La'Cassie,51,22.68,97,22,Y2014
173,173,Briny Baird,50,22.41,116,26,Y2014
174,174,Jim Herman,62,22.22,144,32,Y2014
175,175,Vijay Singh,83,21.98,182,40,Y2014
176,176,John Peterson,62,21.08,166,35,Y2014
177,177,Troy Matteson,62,20.3,133,27,Y2014
